appid,genres
408750,"casual, indie"
409070,"action, indie"
409090,"adventure, casual"
408650,"action, adventure, indie"
409280,"action, adventure, indie"
409290,"casual, indie, simulation, strategy"
409370,"indie, rpg"
409390,"action, adventure, casual, indie"
409560,"action, adventure, indie, simulation"
410120,adventure
410130,adventure
410150,"casual, indie"
410290,"casual, indie, strategy"
410440,"casual, indie"
410470,"action, indie"
409310,
411590,"adventure, indie"
411610,adventure
411740,"action, adventure, indie"
412250,"action, indie, simulation, early access"
412270,"action, adventure, indie, rpg"
412370,"action, adventure, casual, indie"
412380,action
412540,"action, indie"
412730,"adventure, indie"
406220,"action, adventure, casual, indie, rpg"
412860,
413500,"action, indie"
413830,"action, adventure, indie"
414060,"casual, indie"
414470,"action, adventure, indie"
414760,"casual, indie, racing, simulation"
415080,"casual, indie, simulation, sports, early access"
412230,"action, adventure, casual, indie"
415530,"casual, indie"
415830,"casual, free to play, indie, strategy"
415890,"action, indie, rpg"
415910,"casual, indie, strategy"
415920,"indie, rpg, strategy"
415980,"adventure, indie"
416070,
416250,"adventure, indie"
416260,"adventure, early access"
416350,"indie, racing, sports"
416530,"action, indie, racing"
416700,"action, indie, sports"
417060,"action, casual, indie"
417480,"action, adventure, casual"
417730,
417980,"action, indie"
418150,"action, indie"
418160,"casual, strategy"
418120,"action, adventure, indie, rpg"
418310,"casual, indie, rpg"
418640,action
418960,"action, adventure, casual, indie"
419090,"action, indie"
419500,"action, indie"
419990,"rpg, sports, strategy"
420070,"action, adventure, indie"
420180,adventure
420660,"action, indie, racing"
420300,"action, adventure, indie"
420850,"action, indie"
420900,"action, indie, early access"
421140,"casual, indie, strategy"
421180,"action, indie"
421870,"casual, indie"
421890,"action, casual, simulation"
423220,"casual, indie"
423550,"action, adventure, casual, indie, rpg, simulation, sports, strategy"
423870,"action, casual, indie"
424200,"casual, indie"
424210,"action, indie"
424170,"action, adventure, indie, rpg, strategy"
424850,"adventure, indie, simulation, strategy"
425040,"adventure, indie"
425160,"action, casual, indie"
425300,"casual, sports"
425650,"action, indie"
425860,"action, casual, indie"
426170,"action, indie, rpg"
426190,"action, indie"
426210,"action, indie, rpg, strategy"
427570,"indie, strategy"
427770,"action, indie"
427860,"adventure, casual, indie"
427930,"adventure, casual, indie, rpg"
428110,"adventure, casual"
428210,"action, adventure, indie"
428460,"casual, indie, strategy"
428490,"action, indie"
428510,"action, adventure, casual, indie"
428530,"action, indie"
428590,"action, adventure, indie"
428760,"action, casual, indie"
428920,action
428980,"action, adventure, indie, rpg"
429020,"action, adventure, casual, indie, rpg, strategy, early access"
429200,"action, indie"
429220,"action, casual, indie"
429520,simulation
429600,"adventure, casual"
429690,"action, indie"
429950,"action, adventure, indie"
430410,"adventure, indie"
431200,"action, indie"
431280,"adventure, indie"
430190,indie
431830,"action, adventure, indie"
431850,"adventure, casual, indie"
432180,"adventure, indie"
431740,"action, adventure, indie"
432610,
431460,"adventure, casual, indie"
434160,"action, indie"
434230,"action, casual, indie, strategy"
434300,"action, adventure, indie"
434390,"action, adventure, indie"
434240,"action, indie"
434490,"action, indie"
434530,"casual, indie, strategy, early access"
434660,"action, indie"
434800,"action, casual, indie"
435460,"action, casual, indie"
436060,"action, adventure, indie"
436070,"adventure, indie, rpg, strategy"
436350,
436360,"action, indie"
436490,"adventure, indie"
436950,indie
437090,indie
437100,"action, adventure, indie"
437180,"action, indie"
438430,"racing, simulation, sports"
438660,sports
439550,"adventure, casual, indie"
439720,"indie, simulation, strategy"
439730,"action, indie, rpg, early access"
439800,"casual, simulation"
438820,"action, indie"
440260,
440330,
440380,"action, indie"
440660,"action, indie"
440750,"action, adventure, indie"
434410,indie
437880,"adventure, casual, indie"
441510,"adventure, indie, strategy"
441670,"action, adventure, casual, indie"
442290,indie
442890,"casual, indie, rpg, strategy"
443370,casual
443420,"action, indie, strategy"
444170,indie
444440,"action, adventure, casual, indie"
385410,"adventure, casual, indie"
444770,"adventure, indie"
444860,
445170,"action, adventure, casual, indie"
445550,"casual, indie, rpg, early access"
434980,"action, adventure, indie, rpg, strategy"
446050,"action, indie"
446610,"adventure, casual, indie"
446760,"action, indie"
447310,"casual, indie, simulation"
447700,"action, casual"
447860,"action, adventure, casual, indie"
447990,"adventure, indie"
448010,"casual, indie"
448050,"action, casual"
448090,"action, indie"
448110,"action, adventure, casual, indie"
448150,"indie, massively multiplayer, rpg, early access"
448160,"action, indie"
448480,"indie, simulation"
448500,"action, adventure, casual, indie"
448750,"action, adventure, casual, indie, rpg, strategy"
449120,"action, casual, indie, strategy"
449180,"indie, strategy"
449500,"action, indie"
449520,"casual, strategy"
412760,"action, indie"
449550,"action, casual, indie"
449940,"action, adventure, casual, indie"
450020,"action, indie, simulation, early access"
449640,"action, adventure"
450190,"indie, strategy"
450760,"action, adventure, indie, early access"
450650,indie
451100,"casual, indie"
451350,casual
392120,"action, indie"
451400,"action, indie, strategy"
451630,"action, indie"
452120,"adventure, indie"
452320,"indie, strategy"
452450,"adventure, indie"
448520,"action, adventure, casual, indie"
452860,"action, casual, indie"
452920,"action, indie"
453130,"indie, strategy"
297450,"action, indie"
453660,"action, indie"
453670,indie
453700,indie
453710,"casual, indie, simulation, sports, strategy"
453730,"adventure, indie, rpg"
453740,action
453770,"casual, indie"
453810,"action, adventure, indie"
453880,"action, adventure, indie"
453980,"casual, indie"
454030,"indie, rpg, strategy"
454130,"action, indie"
454230,"adventure, casual, indie"
454410,"action, adventure"
454430,"action, indie"
454580,"action, adventure, casual, indie, simulation, strategy, early access"
454670,"action, casual, indie"
454680,"action, indie, early access"
454750,"action, indie"
454770,"action, adventure, indie, early access"
454780,"indie, strategy"
454870,"action, casual, indie, strategy"
454900,"action, indie"
455110,"action, adventure, indie"
455200,"indie, strategy"
455590,"action, adventure, indie, early access"
455710,"action, adventure, indie, rpg"
455940,"casual, indie, strategy"
455960,"casual, indie, strategy"
455970,casual
456130,"action, indie"
456160,"action, indie, sports, strategy"
457010,"action, indie, massively multiplayer"
457450,"indie, strategy"
457770,action
457810,"action, adventure, indie, racing, simulation, sports"
458170,"action, casual, indie, sports"
458500,casual
458540,"casual, indie"
458660,"action, adventure, indie, rpg"
458700,"casual, indie"
459020,"adventure, indie, rpg, simulation"
459410,"indie, strategy"
460220,"action, indie"
460150,"casual, indie, simulation"
460340,"adventure, indie, strategy"
460560,indie
460910,"action, indie"
460940,"adventure, indie"
460970,"action, indie, strategy"
461030,"adventure, casual, indie"
461230,"action, indie"
461280,"action, indie"
461350,"adventure, casual, indie, rpg, simulation, strategy"
461480,"action, adventure, casual, indie"
461580,"action, casual, indie"
461760,"action, casual, indie"
461830,"adventure, indie"
461850,"casual, indie, strategy"
461860,"action, indie, strategy"
462130,indie
462240,"indie, strategy"
462570,"casual, simulation, strategy"
462730,"casual, indie, simulation, strategy"
463000,"action, massively multiplayer"
463120,"action, casual, strategy"
463670,"action, adventure, casual, rpg"
463760,"adventure, casual, indie"
463830,"action, adventure, indie"
463980,"indie, rpg, strategy"
464070,"action, casual, indie"
464080,adventure
464230,"casual, indie"
464440,"adventure, casual, indie"
464470,"action, adventure, indie, rpg, early access"
464630,casual
465020,"action, indie, rpg"
465180,"adventure, casual, indie"
465280,adventure
465360,"action, strategy"
465670,indie
449420,"action, adventure, casual, indie"
466420,"action, adventure, casual, indie, rpg"
466490,"adventure, casual"
466800,"adventure, casual, simulation"
466830,"adventure, casual, indie, simulation"
466920,"adventure, rpg, strategy"
467060,"casual, indie, simulation, strategy"
467210,"casual, indie"
467220,"action, adventure, casual, indie"
467320,"action, casual, indie, rpg"
467940,indie
468310,action
468570,"adventure, indie"
468800,"action, indie"
469710,"indie, strategy"
470060,"action, indie"
470480,"action, adventure, indie, racing"
467120,"casual, indie"
471270,"action, casual, indie"
473140,"action, casual, indie"
473510,"action, adventure, casual, indie"
473840,"action, adventure, indie, rpg"
474730,"action, adventure, indie, simulation, strategy"
474810,"action, adventure, casual, indie"
475090,"action, adventure, indie"
475470,
476020,"adventure, indie"
476410,"adventure, casual, indie"
477140,"adventure, indie, early access"
477310,indie
477720,"action, adventure, casual, indie, strategy"
477910,"action, adventure, indie"
479110,"action, adventure, indie"
479140,"adventure, indie, rpg"
479150,"casual, indie"
480480,"action, indie"
481180,"indie, strategy"
475250,
484830,"action, adventure, casual, indie"
484930,"action, adventure, indie"
485260,"action, indie"
485360,"action, adventure, indie, rpg, simulation, strategy"
485560,"action, adventure, casual, indie"
485570,"adventure, indie, rpg"
485590,"action, indie"
485640,"action, adventure, casual, indie, strategy"
485660,"action, adventure, casual, indie"
485790,"action, racing, early access"
486120,"adventure, casual"
486170,"adventure, casual, indie"
486540,"casual, simulation, strategy"
486550,"action, casual, indie"
486630,"action, adventure, indie"
486640,"casual, simulation, strategy"
486660,"indie, early access"
486840,
486890,"action, casual, indie, racing"
487040,"action, indie"
487180,"action, adventure, indie, rpg, simulation"
488220,rpg
488330,"action, indie"
488460,"adventure, indie"
488680,
486500,"action, adventure, casual, indie"
488890,"action, indie"
488960,"casual, indie, rpg, strategy"
489020,rpg
489070,"action, adventure, indie"
489160,"action, indie"
489260,"action, adventure"
489470,"adventure, casual, indie"
489580,"action, indie"
489700,"action, indie"
489720,"action, indie"
489730,"action, adventure, indie"
490100,indie
490690,"adventure, indie"
490880,"action, indie"
490980,"adventure, casual, indie, rpg, simulation"
491010,"action, adventure, indie"
491020,"adventure, casual, indie"
491560,"casual, indie"
491620,"action, casual, indie, racing, sports"
490300,"indie, strategy"
492490,"action, indie"
492530,"indie, strategy"
492430,"adventure, indie"
492600,"adventure, indie"
492660,
492870,"action, rpg"
493180,"action, indie"
493450,casual
493780,"action, indie, simulation"
493980,casual
494090,casual
494120,"action, adventure, casual, indie"
